IDviis,FKey,VNr,Nr,voti,alter,tugiheli,korgus,tempo,takt,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,markusi,viis
4682,429,2,,&,#f,g,,,,h,h,g,e,g,h,a,a,2c,a,f,d,d,g,g,g,,
4683,429,3,,&,#f,g,,,,h,h,g,g,e,h,h,a,a,a,f,f,d,g[d],g,g,,
4684,429,4,,&,#f,g,,,,h,h,g,g,e,a,a,a,a,a,f,f,d,g,g,g,,
4685,442,2,,&,,a,,,,a,2e,2d,2c,h,a,a,a,a,2d,2c,h,h,g,g,g,dbl. [Kuna noodistaja taktijoonega näitab rõhu teisele silbile; võib ka seda lugeda rea alguseks. E.T.],
4686,446,2,,&,,e,,,,e,g,g,f,e,g,f,e,e,a,a,g,f,g,g,e,,
4687,446,3,,&,,e,,,,e,e,g,g,e,g,f,e,e,a,a,a,e,a,g,e,,
4688,452,2,,&,#f,g,,,,2e,2e,2d,h,h,a,f,g,h,h,g,h,a,a,f,g,,
4689,452,3,,&,#f,g,,,,2e,2e,2d,h,h,a,f,g,h,h,g,f,h,a,f,g,,
4690,4582,1,,&,#f,g,,,,3e,3e,3d,3c,h,h,a,2c,2d,2d,2c,h,a,a,g,g,,
4691,4583,1,,&,bh;be;ba,g,,,,h,g,g,g,a,a,f,f,a,f,f,2c,h,a,g,g,,
4692,4584,1,,&,,c,,1/4=66,,a,a,g,f,e,d,d,e,g,g,f,e,d,d,c,c,,
4693,4585,1,,&,,c,,,,2c,a,g,e,e,d,g,g,2c,a,g,e,f,d,c,c,,
4694,4586,1,,&,#f,#f,,,,a,a,f,g,a,a,f,g,a,a,h,h,a,a,f,f,[edasi jääb korduma viisi 2. rida. E.T.],
4695,4587,1,,&,#f,g,,,,g,h,2d,2d,g,h,2d,2d,2e,2d,2d,2c,2c,h,h,h,,
4696,462,2,,&,#f,g,,,,g,a,h,a,2d,2c,h,a,2d,2c,h,a,h,g,g,g,,
4697,8,1,,&,#f,g,,,,g,a,g,a,g[a],g,g,g,h,a,g,a,a,g,g,g,,
4815,4489,1,,&,#f,g,,,,g[2d],2d,a,a,a,h/2c,2d,2d,2e[2d],2d[2d/2c][2c/h],a[h],h[a][a/h],a[h],f,g,g,,
4816,4490,1,,&,#f,g,,,,g[2d],2d,a,a,a,h/2c,2d,2d,2e[2d],2d[2d/2c][2c/h],a[h],h[a][a/h],a[h],f,g,g,,
4817,4491,1,,&,#f,g,,,,g[2d],2d,a,a,a,h/2c,2d,2d,2e[2d],2d[2d/2c][2c/h],a[h],h[a][a/h],a[h],f,g,g,,
4839,376,1,,&,#f,e,,,,e,e,g,g,f,e,g,f,e/f,g,g,f,g,f,e,e,,376
4840,376,2,,&,#f,e,,,,e,e,g,g,g,f,f,f,e,e,f,e,f,e,e,e,,376
4841,377,1,,&,#f,e,,,,e,e,g,g,f,e,g,f,e/f,g,g,f,g,f,e,e,,377
4842,377,2,,&,#f,e,,,,e,e,g,g,g,f,f,f,e,e,f,e,f,e,e,e,,377
4843,378,2,,&,#f,e,,,,e,e,g,g,g,f,f,f,e,e,f,e,f,e,e,e,,378
4845,4545,1,,&,#f,g,g¹=f,,,g,2d,a,a,a,h/2c,2d,2d,2d,2c/h,a,a/2c,a,f,g,g,Noodistaja märkus: [viimases taktis] pisut madalam fis; harvem f. pag. 1275.,
4848,7,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4849,9,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4850,10,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4851,11,1,,&,,,,,,g,a,g,a,a,g,g,a,h,a,g,a,a,g,g,g[d],,
4853,13,1,,&,,g,,,,g,a,h,a,g,g,g,a,h,a,h,a,g,g,g,g,,13
4854,16,1,,&,#f,g,,,,a,h,h,a,h,g,g,g,a,h,h,a[g],g[a],g,g,g,,
4855,17,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4856,18,1,,&,#f,g,,,,a,h,h,a,h,g,g,g,a,h,h,a[g],g[a],g,g,g,,
4857,19,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4858,21,1,,&,#f,g,,,,h,a,2c,h,h,g,g,g[a],a,f,f,f,a,g[a],g,g,,
4859,22,1,,&,#f,g,,,,h,a,2c,h,h,g,g,g[a],a,f,f,f,a,g[a],g,g,,
4860,24,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4861,25,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4862,26,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4863,27,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4864,28,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4865,29,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4866,30,1,,&,,g,,,,a,2c,h,a,h,a,a,a,a,2c,h,a,a,g,g,g,,
4867,33,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,2c,h,a,g,g,g,g,g,,
4868,34,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,2c,h,a,g,g,g,g,g,,
4869,35,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,2c,h,a,g,g,g,g,g,,
4870,36,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,2c,h,a,g,g,g,g,g,,
4871,37,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,2c,h,a,g,g,g,g,g,,
4872,38,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,2c,h,a,g,g,g,g,g,,
4873,39,1,,&,#f,g,,,,g,g,h,a,2c,h,a,g,2c,h,a,g,g,g,g,g,,
4874,40,1,,&,#f,g,,,,g,g,h,a,2c,h,a,g,2c,h,a,g,g,g,g,g,,
4875,42,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4876,43,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4877,44,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4878,45,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4879,46,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4880,47,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4881,48,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4882,49,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4917,90,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4918,89,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4919,98,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4920,97,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4921,94,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4669,4576,1,,&,#f,g,h1=e1,1/8=160,,h,h,h,a,h,h,a,g,h,h,h,a,a,g,g,g,,
4670,4577,1,,&,,g,,,,g,a,h,2c,a,2c,a,g,bh,a,bh,a,g,g,g,g,Retsitatiiv,
4671,4577,2,,&,,g,,,,g,a,h,a,2c,g,g,g,h,g,a,2c,a,g,g,g,,
4672,159,1,,&,#f,g,,,,h,h,2d,2d,2c,2c,2c,a,2d,2d,a,h,g,g,g,g,,
4673,4579,2,,&,#f,g,,,,h,2c,2d,2d,2d,h,a,h,2d,h,a,a,g,g,g,g,= viisivar. b,4579
4894,62,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4895,63,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4896,64,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4897,67,1,,&,#f,g,,,,g,g,a,h,2c,h,h,a,2c,h[g],h,a,g,g,g,g[d],,
4898,68,1,,&,#f,g,,,,g,g,a,h,2c,h,h,a,2c,h[g],h,a,g,g,g,g[d],,
4899,69,1,,&,#f,g,,,,g,g,a,h,2c,h,h,a,2c,h[g],h,a,g,g,g,g[d],,
4900,70,1,,&,#f,g,,,,g,g,a,h,2c,h,h,a,2c,h[g],h,a,g,g,g,g[d],,
4901,71,1,,&,#f,g,,,,g,g,a,h,2c,h,h,a,2c,h[g],h,a,g,g,g,g[d],,
4902,72,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4903,80,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4904,77,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4958,145,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4959,144,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4960,143,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4448,4344,1,,&,#f,a/g,,,,2d,h,h,a,a,g,g,g,h,a,a,g,h,a,a,a,,
4449,4344,2,,&,#f,a/g,,,,2d,h,h,a,a,g,g,g,h,a,a,g,g,g,h,a,,
4450,4344,3,,&,#f,a/g,,,,2d,h,h,a,a,g,g,g,h,a,g,h,a,a,a,a,,
4451,4345,1,,&,#f,a/g,,,,2d,h,h,a,a,g,g,g,h,a,a,g,h,a,a,a,,
4452,4345,2,,&,#f,a/g,,,,2d,h,h,a,a,g,g,g,h,a,a,g,g,g,h,a,,
4453,4345,3,,&,#f,a/g,,,,2d,h,h,a,a,g,g,g,h,a,g,h,a,a,a,a,,
4454,4346,1,,&,#f,g,,,,2d,h,2c,2e,2d,2c,a,a,2e,2d,2c,h,a,g,g,g,,
4883,50,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4884,51,1,,&,#f,g,,,,g,g,g,a,2c,h,g,a,h,g,a,g,g,g,g,g[d],,
4885,53,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4886,54,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4887,55,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4888,56,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4889,57,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4890,58,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4891,59,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4892,60,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4893,61,1,,&,#f,g,,,,g,g,g,h,2c,h,a,h,h,a,a,g,g,g,g,g[d],,
4455,4608,1,,&,#f,g,,1/8=214,,h,h,a,a,g,g,f,a,a,2c,f,a[f],g,g,h,h,14. värsist kuni lõpuni P9-P12: a 2c fis fis; mitte a c fis a; nagu alguses.,4608
4456,4347,1,,&,,g,,,,2c,2c(/a),2c,2c,a,a,g,g,2c,2c(/a),2c,2c,g,a,g,g,[Taktim. 5/4+4/4; panin mõlema rea 3. positsiooni 2.pos. järele sulgudesse. (E.T.)],
4457,4348,1,,&,,g,,,,g,a,h,h,a,a,g,g,g,a,h,h,g,a,g,g,,
4458,4349,1,,&,#f,g,,,,d,g,h,2d,2c,h,a,2c,h,g,g,h,a,g,g,g,,
4459,4350,1,,&,#f,g,,,,g,h,h,g,a,f,d,d,a,2c,2c,a,h,h,g,g,,
4460,4351,1,,&,#f,g,,,,2c,2c,h,g,h,h,a,a,2c,2c,h,a,a,g,g,g,,
4461,4352,1,,&,#f,g/h,,,,h,h/2c,2d,2d,2e,2d,h,h,2d,2c/h,a,a,2d,h,h,h,,
4462,4353,1,,&,#f,g,,,,g,h,2d,2d,2d,2c,a,a,2d,h,2c,2c,2c,h,g,g,,
4463,4354,1,,&,,e,,,,e,e,a,a,g,f,e,e,e,e,a,a,g,f,e,e,,
4464,4355,1,,&,#f,d,,,,d,d,g,g,g,g,f,d,d,e,g,f,e,d,d,d,,
4949,129,1,,&,#f,g,,,,g,g,g,a/h,2c,2c,h,a,h,a,h,a,g,g,g,d,,
4950,133,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4951,134,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
5008,750,1,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,h/2c,a,a,g,g,h,[viimasel silpnoodil] armastas laulja enam [h kui g]. Vt märkus pag. 2502.,VANA 4995
5009,750,2,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,a,g,g,g,g,g,,VANA 4996
5010,4310,2,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,a,g,g,g,g,g,,4310
5012,1978,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1929
5013,1977,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1928
5014,1976,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1927
5015,1979,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1930
5016,1980,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1931
5017,1981,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1932
5018,1982,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1933
5019,1983,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1934
4837,4607,1,,&,#f,g,,,,h,h,g,g,d,d,a,a,a,a,f,f,d,d,g,g,,4607
4997,4308,1,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,h/2c,a,a,g,g,h,[viimasel silpnoodil] armastas laulja enam [h kui g]. Vt märkus pag. 2502.,4997
4998,749,2,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,a,g,g,g,g,g,,749
4999,749,1,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,h/2c,a,a,g,g,h,[viimasel silpnoodil] armastas laulja enam [h kui g]. Vt märkus pag. 2502.,749
5001,747,1,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,h/2c,a,a,g,g,h,[viimasel silpnoodil] armastas laulja enam [h kui g]. Vt märkus pag. 2502.,747
5002,747,2,,&,#f,g,,,,2d,h,2e,2d,2c,a,a,f[d],2d,h,a,g,g,g,g,g,,747
5003,4579,1,,&,#f,g,,,,h,h,2d,h,h,a,a,h,2d,h,a,a,a,g,g,g,,4579
5006,874,2,,&,,,,,,h,2d,2d,h,2d,2c,a[h],a,2d,2c,a,a[h],h[a],g,g,g,,874
4581,4455,1,,&,#f,g,,,,h,h,2d,2d,a,a,a,a,2c,2c,2e,2d,g,g,g,g,,
4582,4455,2,,&,#f,g,,,,2d,2d,2d,2d,a,a,a,a,2d,2d,2e,2d,g,g,g,g,,
4583,4456,1,,&,#f,g,g¹=c¹,,,g,a,h,a,2c,h,h,g,h,a,a,f,a,g,g,g,Laulab kaks korda.,
4584,4457,1,,&,#f,g,g¹=As,,,g,a,h,a,2c,h,h,g,h,a,a,f,a,g,g,g,,
4585,4458,1,,&,#f,g,g¹=b,,,g,a,h,a,2c,h,h,g,h,a,a,f,a,g,g,g,,
4586,4459,1,,&,#f,g,g¹=cis¹,,,g,a,h,2c,h,h/g,g,g,h,h,a,a[a/f],g,g,g,g[d],,
4587,4459,2,,&,#f,g,g¹=cis¹,,,g,g,a,2c,h,h,g,g,h,h,a,a,g,g,g,g,,
4588,4460,1,,&,,g,g¹=h,,,g,a,h,2c,h,h,g,g,h,h,a,a,g,g,g,g,Laulab kaks korda. Esimest korda alustab viisi otsides (= viis nr 3).,
4589,4460,2,,&,,g,g¹=h,,,g,a,h,h,2c,h,h,g,h,h,a,a,g,g,g,g[d],Viisi kasutatud murtud värsi laulmiseks.,
4590,4460,3,,&,,g,g¹=h,,,h,a,2c,h,h,g,g,g,h,h,a,a,h,a,g,g,Viisi meenutamine.,
4591,4461,1,,&,,g,g¹=h,138,3/4,g,g,a,2c,h,h,g,g,h,h,a,a,g,g,g,g,Laulab kolm korda. Esimene osa viisiga 1; teine osa viisiga 2.,
4592,4461,2,,&,,g,g¹=h,124,2/4,g,a,h,2c,h,h,g,g,h,h,a,a,g,g,g,g[d],,
4593,4462,1,,&,,g,g¹=es¹,,,g[a],a[h],h,2c,h,h,g,g,h,h,a,a,g[a],g,g,g[d],,
4594,4463,1,,&,bh;be,g,g¹=as,,,2d,2d,2c,2e,2d,2d[2d/2c],a,h,2c,2c,h,g,a,a,g,g,,
4595,4463,2,,&,bh;be,g,g¹=as,,,2d,2d/2e[2c/2e],d,2e[2d],2d,2d[a],2d[a],h,2c,2c,h,g,a,a,g,g,Viisikuju kahe viimase tekstirea jaoks. (Nurksulgudes kahehäälsus!),
4596,4464,1,,&,#f,g,g¹=as,,,g,a,h,a,2c,h,h,g,h,a,a,f,a,g,g,g,,
4597,4465,1,,&,,g,g¹=g,,,h,h,h,2d,2c,h,a,a,a,a,a,2c,h,a,g,g,,
4598,4466,1,,&,,g,g¹=g,,,h,h,h,2d,2c,h,a,a,a,a,a,2c,h,a,g,g,,
4599,4467,1,,&,,g,g¹=a,,,h,h,h,2d,2c,h,a,a,a,a,a,2c,h,a,g,g,,
5020,1985,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1936
5021,1984,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1935
5022,1975,1,,&,bh,a,,,,a,a,2d,2d,2c,a,a,a,h,g,g,g,2c,a,a,a,,vana oli 1926
5023,1535,2,,&,bh,f,,,,f,f,a,a,2c,h,g,g,2c,2c,h,g,g,f,f,f,K. V.: laulis a-duuris; pärast kiskus kõrgemale ja laulis b-duuris. Vaata [EÜS VIII 1151] nr 7a; b; c; d ja e. [siinne viis on 7e],
5024,1515,1,,&,bh;be,h;g,,,,2d,2d[2c],h,g,g,f,f[g],f,2e,2c,2c,a,2c[2d],h[2c],h,h,,
5025,1515,2,,&,bh;be,h;g,,,,2d,2d[2c],h,g,a[h],g[h],f[h],f,2e,2c,2c,a,2c[2d],h[2c],h,h,,
5026,4358,1,,&,,a,,,,a,h,2c,h,2e,2d,h,2c,2e,2d,2c,h,2c,a,a,a,,enne oli 4467
5027,3995,1,,&,,c,,,,e,c,e,e,d,1h,d,e,f,f,e,d,c,e,c,d[c],,
4943,125,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4944,126,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4945,127,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4946,132,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4947,131,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4948,130,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4578,4452,1,,&,#f;#c;#g,h,,,,2d,h,h,2e,2c,a,a,2c,a,f,f,a,2d,h,h,2c,,
4579,4453,1,,&,#f,g,,Allegretto,,2d,h,h,g,2c,a,a,f,g,f,a,f,g,g,g,h[g],,
4580,4454,1,,&,,c,,,,g,e,a,g,f,d,d,a,g,e,f,f,e,c,c,e[c],,
4952,136,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4953,137,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4954,141,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4955,139,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4956,138,1,,&,,,,,,kodeeritult kuskil olemas,,,,,,,,,,,,,,,,,
4957,146,1,,&,#f,g,,,,a,h,2c,h,h,a,h,g,h,a,h,a,g,g,g,g,NB Sai nii laluldud; et 2. takti viimane silp pikk oli [fermaat]; 3. takti viimane silp vähe lühem [fermaat] ja viimase takti 2. silp oli iseäranis pikk; viimased kaks lühemad.,
4524,4408,1,,&,,c,,160,,c,e,g,g,a,g,g[g/f],e,g,f,d,f,f,e,e,e,,
4525,4409,1,,&,,c,,,,c,e,g,g,g,d,d,f,a,g,g,e,e,c,c,c,,
4526,4410,1,,&,bh,e,,,,a,a,g,e,a,a,d,f,g,e,f,g,g,g,e,e,,
4527,4411,1,,&,#f;#c,f,,,,f,f,d,c,d[c][c/h/-2],h,h,c,f,e,e[f][f/e],d[e],f,f,f,f,,
4528,4412,1,,&,#f,g,,,,g,h,g,h,a,g,a,h,g,h,g,h,a,g,g,g,,
4529,4413,1,,&,#f,g,,,,g,h,g,h,a,g,a,h,a,h,g,h,a,g,g,g,,
4530,4414,1,,&,bh,f,,,,a,f,c,c,f,e,d,d,g,g,e,c,f,f,f,f,,
4531,4415,1,,&,bh;be,g/a?,,,,g,a,h,a,2d,h,a,a,2d,h,a,f,g,g,a,a,,
4532,4416,1,,&,bh,f,,,,2c,2c,g,g,a,a,h,h,a,f,g,e,f,f,f,f,,
4533,4417,1,,&,bh,f,,,,2c,2c,2d,2d,2c,a,h,h,a,f,g,e,f,f,f,f,,
4534,4418,1,,&,,c/g?,,,,2d,2e,2d,h,2c,a,a,a,h,g,g,g,a,h,2c,2c,,
4535,4419,1,,&,bh;be;ba,g/c,,,,g,g,f,g,e,d,c,c,f,f,e,f,g,g,g,g,,
4536,4420,1,,&,,a,,,,a,a,a,2c,2d,g,g,2c,2d,2c,h,g,a,a,a,a,,
4537,4421,1,,&,#f,g/a,,,,2d,2e/2d,2c,a/2c,2d,h,a,g,2d,2e/2d,h,a/h,2c,a,a,g[a],Eeva Kallmannil lõpeb seesama laul a peal ära.,
4538,4422,1,,&,bh;be,g,,,,h,a,h,g,2d,2c,2d,a,h,2c,a,g,a,h,g,g,,
4539,4423,1,,&,#f,g,,,,g,g,h,h,2d,2d,h,h,2d,h,h,a,g,g,g,g,,
4540,4424,1,,&,,a,,,,2c,a,a,e,a,g,g,e,f,f,a,2c,h,a,a,a,,
4541,4425,1,,&,#f,g,,,,g,h,g,h,a,g,a,h,a,h,g,h,a,g,g,g,,
4542,4426,1,,&,#f,g,,,,h,g,a,2d/2c,h,g,g,h,a,d,a,2c,h,g,g,g,,
4543,4427,1,,&,bh,d/g?,,,,2d,2d,2c,a,h,g,g,g,2c,2c,2c,h,2d,2d,2d,2d,,
4544,4428,1,,&,bh;be;ba,g/e,,,,2c,2c,g,2c,a,g,f,e,h,h,f,a,a,g,g,g,,
4576,4450,1,,&,,c,,,,f,f,e,g,d,d,c,c,d,d,e,c,d,d,c,c,,
4577,4451,1,,&,,a,,,,a,2d,2d,2d,2d,h,2c,2c,h,h,a,a,a,a,a,a,,
4545,4429,1,,&,bh,g,,,,g,g/a,h,h,g,g/a,h,h,2c,h,a,g/a,h,a/h,a,g,,
4546,4430,1,,&,bh;be;ba,e,,,,2c,h,a,g,f,a,a,a,h,a,d,e,e,e,e,e,,
4547,4431,1,,&,bh;be;ba,e,,,,2c,h,a,g,f,a,a,a,h,a,d,e,e,e,e,e,,
4548,4432,1,,&,,,,,,g,h,g,h,a,g,a,h,a,h,g,h,a,g,g,g,,
4549,4433,1,,&,bh,f,,,,f,g,g,f,g,f,g,f,g,a,a,g,a,g,f,f,,
4550,4433,2,,&,bh,f,,,,f,g,g,f,g,f,g,f,g,a,a,g,a,a,g,f,,
